target_type,scale_k,wind_capacity_MW,pv_capacity_MW,annual_NH3_t,annual_load_shed_MWh,annual_curtail_MWh,annual_curtailment_ratio,annual_unit_cost_yuan_per_t,annual_plant_utilization,feasible
full_production_autonomy,9.02,360.8,577.28,25377.947349,0.0,1172666.2974,0.758719,10019.384273,0.979087,0
full_production_autonomy,9.04,361.6,578.56,25380.288651,0.0,1176060.9318,0.759232,10037.025514,0.979178,0
full_production_autonomy,9.06,362.4,579.84,25382.629952,0.0,1179455.5662,0.759743,10054.6635,0.979268,0
full_production_autonomy,9.08,363.2,581.12,25384.971253,0.0,1182850.2006,0.760251,10072.298234,0.979358,0
full_production_autonomy,9.1,364.0,582.4,25387.312554,0.0,1186244.835,0.760757,10089.929714,0.979449,0
full_production_autonomy,9.12,364.8,583.68,25389.653855,0.0,1189639.4694,0.761261,10107.557943,0.979539,0
full_production_autonomy,9.14,365.6,584.96,25391.995157,0.0,1193034.1038,0.761763,10125.182921,0.979629,0
full_production_autonomy,9.16,366.4,586.24,25394.336458,0.0,1196428.7382,0.762262,10142.804649,0.97972,0
full_production_autonomy,9.18,367.2,587.52,25396.677759,0.0,1199823.3726,0.76276,10160.423127,0.97981,0
full_production_autonomy,9.2,368.0,588.8,25399.01906,0.0,1203218.007,0.763255,10178.038358,0.9799,0
full_production_autonomy,9.22,368.8,590.08,25401.360361,0.0,1206612.6414,0.763748,10195.650341,0.979991,0
full_production_autonomy,9.24,369.6,591.36,25403.701663,0.0,1210007.2758,0.764239,10213.259078,0.980081,0
full_production_autonomy,9.26,370.4,592.64,25406.042964,0.0,1213401.9102,0.764728,10230.86457,0.980171,0
full_production_autonomy,9.28,371.2,593.92,25408.384265,0.0,1216796.5446,0.765214,10248.466817,0.980262,0
full_production_autonomy,9.3,372.0,595.2,25410.725566,0.0,1220191.179,0.765699,10266.06582,0.980352,0
full_production_autonomy,9.32,372.8,596.48,25413.066867,0.0,1223585.8134,0.766181,10283.661581,0.980442,0
full_production_autonomy,9.34,373.6,597.76,25415.408169,0.0,1226980.4478,0.766662,10301.254099,0.980533,0
full_production_autonomy,9.36,374.4,599.04,25417.74947,0.0,1230375.0822,0.76714,10318.843377,0.980623,0
full_production_autonomy,9.38,375.2,600.32,25420.090771,0.0,1233769.7166,0.767617,10336.429414,0.980713,0
full_production_autonomy,9.4,376.0,601.6,25422.432072,0.0,1237164.351,0.768091,10354.012213,0.980804,0
full_production_autonomy,9.42,376.8,602.88,25424.685325,0.0,1240560.2034,0.768564,10371.621915,0.980891,0
full_production_autonomy,9.44,377.6,604.16,25426.921229,0.0,1243956.2958,0.769035,10389.234448,0.980977,0
full_production_autonomy,9.46,378.4,605.44,25429.157133,0.0,1247352.3882,0.769504,10406.843883,0.981063,0
full_production_autonomy,9.48,379.2,606.72,25431.393036,0.0,1250748.4806,0.769972,10424.450222,0.981149,0
full_production_autonomy,9.5,380.0,608.0,25433.62894,0.0,1254144.573,0.770437,10442.053465,0.981236,0
full_production_autonomy,9.52,380.8,609.28,25435.864843,0.0,1257540.6654,0.7709,10459.653613,0.981322,0
full_production_autonomy,9.54,381.6,610.56,25438.100747,0.0,1260936.7578,0.771362,10477.250668,0.981408,0
full_production_autonomy,9.56,382.4,611.84,25440.336651,0.0,1264332.8502,0.771821,10494.844629,0.981494,0
full_production_autonomy,9.58,383.2,613.12,25442.572554,0.0,1267728.9426,0.772279,10512.435498,0.981581,0
full_production_autonomy,9.6,384.0,614.4,25444.73147,0.0,1271126.1,0.772735,10530.05009,0.981664,0
full_production_autonomy,9.62,384.8,615.68,25446.864405,0.0,1274523.6168,0.773189,10547.67076,0.981746,0
full_production_autonomy,9.64,385.6,616.96,25448.99734,0.0,1277921.1336,0.773642,10565.288476,0.981829,0
full_production_autonomy,9.66,386.4,618.24,25451.130275,0.0,1281318.6504,0.774093,10582.903239,0.981911,0
full_production_autonomy,9.68,387.2,619.52,25453.26321,0.0,1284716.1672,0.774542,10600.51505,0.981993,0
full_production_autonomy,9.7,388.0,620.8,25455.396145,0.0,1288113.684,0.774989,10618.12391,0.982075,0
full_production_autonomy,9.72,388.8,622.08,25457.52908,0.0,1291511.2008,0.775434,10635.729819,0.982158,0
full_production_autonomy,9.74,389.6,623.36,25459.662014,0.0,1294908.7176,0.775878,10653.332778,0.98224,0
full_production_autonomy,9.76,390.4,624.64,25461.794949,0.0,1298306.2344,0.776319,10670.932787,0.982322,0
full_production_autonomy,9.78,391.2,625.92,25463.927884,0.0,1301703.7512,0.776759,10688.529849,0.982405,0
full_production_autonomy,9.8,392.0,627.2,25466.060819,0.0,1305101.268,0.777197,10706.123962,0.982487,0
full_production_autonomy,9.82,392.8,628.48,25468.193754,0.0,1308498.7848,0.777633,10723.715129,0.982569,0
full_production_autonomy,9.84,393.6,629.76,25470.326689,0.0,1311896.3016,0.778068,10741.303349,0.982651,0
full_production_autonomy,9.86,394.4,631.04,25472.459624,0.0,1315293.8184,0.778501,10758.888624,0.982734,0
full_production_autonomy,9.88,395.2,632.32,25474.592559,0.0,1318691.3352,0.778931,10776.470954,0.982816,0
full_production_autonomy,9.9,396.0,633.6,25476.725494,0.0,1322088.852,0.779361,10794.05034,0.982898,0
full_production_autonomy,9.92,396.8,634.88,25478.858429,0.0,1325486.3688,0.779788,10811.626783,0.982981,0
full_production_autonomy,9.94,397.6,636.16,25480.991364,0.0,1328883.8856,0.780214,10829.200283,0.983063,0
full_production_autonomy,9.96,398.4,637.44,25483.124299,0.0,1332281.4024,0.780638,10846.770842,0.983145,0
full_production_autonomy,9.98,399.2,638.72,25485.257234,0.0,1335678.9192,0.78106,10864.338459,0.983228,0
full_production_autonomy,10.0,400.0,640.0,25487.390169,0.0,1339076.436,0.781481,10881.903136,0.98331,0
full_production_autonomy,10.02,400.8,641.28,25489.523104,0.0,1342473.9528,0.7819,10899.464873,0.983392,0
full_production_autonomy,10.04,401.6,642.56,25491.656039,0.0,1345871.4696,0.782317,10917.023672,0.983474,0
full_production_autonomy,10.06,402.4,643.84,25493.788973,0.0,1349268.9864,0.782733,10934.579533,0.983557,0
full_production_autonomy,10.08,403.2,645.12,25495.921908,0.0,1352666.5032,0.783147,10952.132456,0.983639,0
full_production_autonomy,10.1,404.0,646.4,25498.054843,0.0,1356064.02,0.783559,10969.682442,0.983721,0
full_production_autonomy,10.12,404.8,647.68,25500.111267,0.0,1359462.5952,0.783971,10987.257455,0.983801,0
full_production_autonomy,10.14,405.6,648.96,25501.870149,0.0,1362865.2864,0.784383,11004.938575,0.983868,0
full_production_autonomy,10.16,406.4,650.24,25503.629031,0.0,1366267.9776,0.784793,11022.617256,0.983936,0
full_production_autonomy,10.18,407.2,651.52,25505.387913,0.0,1369670.6688,0.785202,11040.293499,0.984004,0
full_production_autonomy,10.2,408.0,652.8,25507.146795,0.0,1373073.36,0.785609,11057.967304,0.984072,0
full_production_autonomy,10.22,408.8,654.08,25508.905677,0.0,1376476.0512,0.786015,11075.638671,0.98414,0
full_production_autonomy,10.24,409.6,655.36,25510.664559,0.0,1379878.7424,0.786419,11093.307602,0.984208,0
full_production_autonomy,10.26,410.4,656.64,25512.423441,0.0,1383281.4336,0.786822,11110.974097,0.984276,0
full_production_autonomy,10.28,411.2,657.92,25514.182323,0.0,1386684.1248,0.787222,11128.638156,0.984343,0
full_production_autonomy,10.3,412.0,659.2,25515.941205,0.0,1390086.816,0.787622,11146.299779,0.984411,0
full_production_autonomy,10.32,412.8,660.48,25517.700087,0.0,1393489.5072,0.78802,11163.958968,0.984479,0
full_production_autonomy,10.34,413.6,661.76,25519.458969,0.0,1396892.1984,0.788416,11181.615722,0.984547,0
full_production_autonomy,10.36,414.4,663.04,25521.217851,0.0,1400294.8896,0.788811,11199.270043,0.984615,0
full_production_autonomy,10.38,415.2,664.32,25522.976733,0.0,1403697.5808,0.789204,11216.921931,0.984683,0
full_production_autonomy,10.4,416.0,665.6,25524.735614,0.0,1407100.272,0.789596,11234.571386,0.984751,0
full_production_autonomy,10.42,416.8,666.88,25526.494496,0.0,1410502.9632,0.789986,11252.218408,0.984818,0
full_production_autonomy,10.44,417.6,668.16,25528.253378,0.0,1413905.6544,0.790375,11269.862999,0.984886,0
full_production_autonomy,10.46,418.4,669.44,25530.01226,0.0,1417308.3456,0.790762,11287.505159,0.984954,0
full_production_autonomy,10.48,419.2,670.72,25531.771142,0.0,1420711.0368,0.791148,11305.144887,0.985022,0
full_production_autonomy,10.5,420.0,672.0,25533.530024,0.0,1424113.728,0.791532,11322.782186,0.98509,0
full_production_autonomy,10.52,420.8,673.28,25535.288906,0.0,1427516.4192,0.791915,11340.417055,0.985158,0
full_production_autonomy,10.54,421.6,674.56,25537.047788,0.0,1430919.1104,0.792296,11358.049495,0.985226,0
full_production_autonomy,10.56,422.4,675.84,25538.80667,0.0,1434321.8016,0.792676,11375.679506,0.985293,0
full_production_autonomy,10.58,423.2,677.12,25540.565552,0.0,1437724.4928,0.793055,11393.307088,0.985361,0
full_production_autonomy,10.6,424.0,678.4,25542.324434,0.0,1441127.184,0.793432,11410.932243,0.985429,0
full_production_autonomy,10.62,424.8,679.68,25544.083316,0.0,1444529.8752,0.793807,11428.554971,0.985497,0
full_production_autonomy,10.64,425.6,680.96,25545.842198,0.0,1447932.5664,0.794181,11446.175272,0.985565,0
full_production_autonomy,10.66,426.4,682.24,25547.60108,0.0,1451335.2576,0.794554,11463.793147,0.985633,0
full_production_autonomy,10.68,427.2,683.52,25549.359961,0.0,1454737.9488,0.794926,11481.408596,0.985701,0
full_production_autonomy,10.7,428.0,684.8,25551.118843,0.0,1458140.64,0.795296,11499.02162,0.985768,0
full_production_autonomy,10.72,428.8,686.08,25552.877725,0.0,1461543.3312,0.795664,11516.632219,0.985836,0
full_production_autonomy,10.74,429.6,687.36,25554.636607,0.0,1464946.0224,0.796032,11534.240394,0.985904,0
full_production_autonomy,10.76,430.4,688.64,25556.395489,0.0,1468348.7136,0.796398,11551.846145,0.985972,0
full_production_autonomy,10.78,431.2,689.92,25558.154371,0.0,1471751.4048,0.796762,11569.449473,0.98604,0
full_production_autonomy,10.8,432.0,691.2,25559.913253,0.0,1475154.096,0.797125,11587.050379,0.986108,0
full_production_autonomy,10.82,432.8,692.48,25561.672135,0.0,1478556.7872,0.797487,11604.648862,0.986176,0
full_production_autonomy,10.84,433.6,693.76,25563.431017,0.0,1481959.4784,0.797848,11622.244923,0.986243,0
full_production_autonomy,10.86,434.4,695.04,25565.189899,0.0,1485362.1696,0.798207,11639.838563,0.986311,0
full_production_autonomy,10.88,435.2,696.32,25566.948781,0.0,1488764.8608,0.798565,11657.429783,0.986379,0
full_production_autonomy,10.9,436.0,697.6,25568.707663,0.0,1492167.552,0.798922,11675.018582,0.986447,0
full_production_autonomy,10.92,436.8,698.88,25570.466545,0.0,1495570.2432,0.799277,11692.604962,0.986515,0
full_production_autonomy,10.94,437.6,700.16,25572.225427,0.0,1498972.9344,0.799631,11710.188922,0.986583,0
full_production_autonomy,10.96,438.4,701.44,25573.984308,0.0,1502375.6256,0.799983,11727.770463,0.986651,0
full_production_autonomy,10.98,439.2,702.72,25575.74319,0.0,1505778.3168,0.800335,11745.349587,0.986718,0
full_production_autonomy,11.0,440.0,704.0,25577.502072,0.0,1509181.008,0.800685,11762.926292,0.986786,0
full_production_autonomy,11.02,440.8,705.28,25579.260954,0.0,1512583.6992,0.801034,11780.500581,0.986854,0
full_production_autonomy,11.04,441.6,706.56,25581.019836,0.0,1515986.3904,0.801381,11798.072453,0.986922,0
full_production_autonomy,11.06,442.4,707.84,25582.778718,0.0,1519389.0816,0.801728,11815.641908,0.98699,0
full_production_autonomy,11.08,443.2,709.12,25584.5376,0.0,1522791.7728,0.802073,11833.208948,0.987058,0
full_production_autonomy,11.1,444.0,710.4,25586.296482,0.0,1526194.464,0.802417,11850.773573,0.987126,0
full_production_autonomy,11.12,444.8,711.68,25588.055364,0.0,1529597.1552,0.802759,11868.335782,0.987193,0
full_production_autonomy,11.14,445.6,712.96,25589.814246,0.0,1532999.8464,0.803101,11885.895578,0.987261,0
full_production_autonomy,11.16,446.4,714.24,25591.573128,0.0,1536402.5376,0.803441,11903.45296,0.987329,0
full_production_autonomy,11.18,447.2,715.52,25593.33201,0.0,1539805.2288,0.80378,11921.007928,0.987397,0
full_production_autonomy,11.2,448.0,716.8,25595.090892,0.0,1543207.92,0.804117,11938.560484,0.987465,0
full_production_autonomy,11.22,448.8,718.08,25596.849773,0.0,1546610.6112,0.804454,11956.110628,0.987533,0
full_production_autonomy,11.24,449.6,719.36,25598.608655,0.0,1550013.3024,0.804789,11973.65836,0.987601,0
full_production_autonomy,11.26,450.4,720.64,25600.367537,0.0,1553415.9936,0.805123,11991.203681,0.987669,0
full_production_autonomy,11.28,451.2,721.92,25602.126419,0.0,1556818.6848,0.805456,12008.74659,0.987736,0
full_production_autonomy,11.3,452.0,723.2,25603.885301,0.0,1560221.376,0.805788,12026.28709,0.987804,0
full_production_autonomy,11.32,452.8,724.48,25605.644183,0.0,1563624.0672,0.806119,12043.82518,0.987872,0
full_production_autonomy,11.34,453.6,725.76,25607.403065,0.0,1567026.7584,0.806448,12061.360861,0.98794,0
full_production_autonomy,11.36,454.4,727.04,25609.161947,0.0,1570429.4496,0.806776,12078.894133,0.988008,0
full_production_autonomy,11.38,455.2,728.32,25610.920829,0.0,1573832.1408,0.807103,12096.424996,0.988076,0
full_production_autonomy,11.4,456.0,729.6,25612.679711,0.0,1577234.832,0.807429,12113.953452,0.988144,0
full_production_autonomy,11.42,456.8,730.88,25614.438593,0.0,1580637.5232,0.807754,12131.479501,0.988211,0
full_production_autonomy,11.44,457.6,732.16,25616.197475,0.0,1584040.2144,0.808078,12149.003142,0.988279,0
full_production_autonomy,11.46,458.4,733.44,25617.956357,0.0,1587442.9056,0.8084,12166.524378,0.988347,0
full_production_autonomy,11.48,459.2,734.72,25619.715239,0.0,1590845.5968,0.808722,12184.043208,0.988415,0
full_production_autonomy,11.5,460.0,736.0,25621.47412,0.0,1594248.288,0.809042,12201.559632,0.988483,0
full_production_autonomy,11.52,460.8,737.28,25623.233002,0.0,1597650.9792,0.809361,12219.073652,0.988551,0
full_production_autonomy,11.54,461.6,738.56,25624.991884,0.0,1601053.6704,0.809679,12236.585267,0.988619,0
full_production_autonomy,11.56,462.4,739.84,25626.69386,0.0,1604457.1488,0.809997,12254.117987,0.988684,0
full_production_autonomy,11.58,463.2,741.12,25628.127267,0.0,1607864.3424,0.810315,12271.759501,0.988739,0
full_production_autonomy,11.6,464.0,742.4,25629.560675,0.0,1611271.536,0.810632,12289.399043,0.988795,0
full_production_autonomy,11.62,464.8,743.68,25630.994082,0.0,1614678.7296,0.810948,12307.036611,0.98885,0
full_production_autonomy,11.64,465.6,744.96,25632.248617,0.0,1618088.3976,0.811264,12324.746576,0.988898,0
full_production_autonomy,11.66,466.4,746.24,25633.361407,0.0,1621500.0264,0.81158,12342.513835,0.988941,0
full_production_autonomy,11.68,467.2,747.52,25634.474198,0.0,1624911.6552,0.811895,12360.279552,0.988984,0
full_production_autonomy,11.7,468.0,748.8,25635.299855,0.0,1628327.256,0.812211,12378.16369,0.989016,0
full_production_autonomy,11.72,468.8,750.08,25636.092376,0.0,1631743.3152,0.812526,12396.060544,0.989047,0
full_production_autonomy,11.74,469.6,751.36,25636.884896,0.0,1635159.3744,0.81284,12413.956291,0.989077,0
full_production_autonomy,11.76,470.4,752.64,25637.677417,0.0,1638575.4336,0.813153,12431.850932,0.989108,0
full_production_autonomy,11.78,471.2,753.92,25638.469937,0.0,1641991.4928,0.813465,12449.744466,0.989139,0
full_production_autonomy,11.8,472.0,755.2,25639.262458,0.0,1645407.552,0.813775,12467.636894,0.989169,0
full_production_autonomy,11.82,472.8,756.48,25640.054978,0.0,1648823.6112,0.814085,12485.528216,0.9892,0
full_production_autonomy,11.84,473.6,757.76,25640.847499,0.0,1652239.6704,0.814394,12503.418432,0.98923,0
full_production_autonomy,11.86,474.4,759.04,25641.640019,0.0,1655655.7296,0.814701,12521.307543,0.989261,0
full_production_autonomy,11.88,475.2,760.32,25642.43254,0.0,1659071.7888,0.815008,12539.195547,0.989291,0
full_production_autonomy,11.9,476.0,761.6,25643.22506,0.0,1662487.848,0.815313,12557.082446,0.989322,0
full_production_autonomy,11.92,476.8,762.88,25644.017581,0.0,1665903.9072,0.815618,12574.968239,0.989353,0
full_production_autonomy,11.94,477.6,764.16,25644.810101,0.0,1669319.9664,0.815921,12592.852927,0.989383,0
full_production_autonomy,11.96,478.4,765.44,25645.602622,0.0,1672736.0256,0.816224,12610.736509,0.989414,0
full_production_autonomy,11.98,479.2,766.72,25646.395142,0.0,1676152.0848,0.816525,12628.618986,0.989444,0
full_production_autonomy,12.0,480.0,768.0,25647.187663,0.0,1679568.144,0.816826,12646.500358,0.989475,0
full_production_autonomy,12.02,480.8,769.28,25647.980183,0.0,1682984.2032,0.817125,12664.380625,0.989505,0
full_production_autonomy,12.04,481.6,770.56,25648.772704,0.0,1686400.2624,0.817424,12682.259787,0.989536,0
full_production_autonomy,12.06,482.4,771.84,25649.565224,0.0,1689816.3216,0.817721,12700.137844,0.989567,0
full_production_autonomy,12.08,483.2,773.12,25650.357745,0.0,1693232.3808,0.818018,12718.014796,0.989597,0
full_production_autonomy,12.1,484.0,774.4,25651.150265,0.0,1696648.44,0.818313,12735.890644,0.989628,0
full_production_autonomy,12.12,484.8,775.68,25651.942786,0.0,1700064.4992,0.818608,12753.765387,0.989658,0
full_production_autonomy,12.14,485.6,776.96,25652.735306,0.0,1703480.5584,0.818901,12771.639025,0.989689,0
full_production_autonomy,12.16,486.4,778.24,25653.527827,0.0,1706896.6176,0.819194,12789.511559,0.989719,0
full_production_autonomy,12.18,487.2,779.52,25654.320347,0.0,1710312.6768,0.819486,12807.382989,0.98975,0
full_production_autonomy,12.2,488.0,780.8,25655.112867,0.0,1713728.736,0.819776,12825.253315,0.989781,0
full_production_autonomy,12.22,488.8,782.08,25655.905388,0.0,1717144.7952,0.820066,12843.122537,0.989811,0
full_production_autonomy,12.24,489.6,783.36,25656.697908,0.0,1720560.8544,0.820355,12860.990655,0.989842,0
full_production_autonomy,12.26,490.4,784.64,25657.490429,0.0,1723976.9136,0.820643,12878.857669,0.989872,0
full_production_autonomy,12.28,491.2,785.92,25658.282949,0.0,1727392.9728,0.820929,12896.723579,0.989903,0
full_production_autonomy,12.3,492.0,787.2,25659.07547,0.0,1730809.032,0.821215,12914.588386,0.989933,0
full_production_autonomy,12.32,492.8,788.48,25659.86799,0.0,1734225.0912,0.8215,12932.452089,0.989964,0
full_production_autonomy,12.34,493.6,789.76,25660.660511,0.0,1737641.1504,0.821785,12950.314689,0.989995,0
full_production_autonomy,12.36,494.4,791.04,25661.453031,0.0,1741057.2096,0.822068,12968.176185,0.990025,0
full_production_autonomy,12.38,495.2,792.32,25662.245552,0.0,1744473.2688,0.82235,12986.036578,0.990056,0
full_production_autonomy,12.4,496.0,793.6,25663.038072,0.0,1747889.328,0.822631,13003.895868,0.990086,0
full_production_autonomy,12.42,496.8,794.88,25663.830593,0.0,1751305.3872,0.822912,13021.754055,0.990117,0
full_production_autonomy,12.44,497.6,796.16,25664.623113,0.0,1754721.4464,0.823191,13039.611139,0.990147,0
full_production_autonomy,12.46,498.4,797.44,25665.415634,0.0,1758137.5056,0.82347,13057.467121,0.990178,0
full_production_autonomy,12.48,499.2,798.72,25666.208154,0.0,1761553.5648,0.823748,13075.321999,0.990209,0
full_production_autonomy,12.5,500.0,800.0,25667.000675,0.0,1764969.624,0.824025,13093.175775,0.990239,0
full_production_autonomy,12.52,500.8,801.28,25667.793195,0.0,1768385.6832,0.824301,13111.028449,0.99027,0
full_production_autonomy,12.54,501.6,802.56,25668.585716,0.0,1771801.7424,0.824576,13128.88002,0.9903,0
full_production_autonomy,12.56,502.4,803.84,25669.378236,0.0,1775217.8016,0.82485,13146.730489,0.990331,0
full_production_autonomy,12.58,503.2,805.12,25670.170757,0.0,1778633.8608,0.825124,13164.579855,0.990362,0
full_production_autonomy,12.6,504.0,806.4,25670.963277,0.0,1782049.92,0.825396,13182.428119,0.990392,0
full_production_autonomy,12.62,504.8,807.68,25671.755798,0.0,1785465.9792,0.825668,13200.275282,0.990423,0
full_production_autonomy,12.64,505.6,808.96,25672.548318,0.0,1788882.0384,0.825938,13218.121342,0.990453,0
full_production_autonomy,12.66,506.4,810.24,25673.340839,0.0,1792298.0976,0.826208,13235.966301,0.990484,0
full_production_autonomy,12.68,507.2,811.52,25674.133359,0.0,1795714.1568,0.826477,13253.810158,0.990514,0
full_production_autonomy,12.7,508.0,812.8,25674.92588,0.0,1799130.216,0.826746,13271.652914,0.990545,0
full_production_autonomy,12.72,508.8,814.08,25675.7184,0.0,1802546.2752,0.827013,13289.494568,0.990576,0
full_production_autonomy,12.74,509.6,815.36,25676.51092,0.0,1805962.3344,0.82728,13307.33512,0.990606,0
full_production_autonomy,12.76,510.4,816.64,25677.303441,0.0,1809378.3936,0.827545,13325.174572,0.990637,0
full_production_autonomy,12.78,511.2,817.92,25678.095961,0.0,1812794.4528,0.82781,13343.012922,0.990667,0
full_production_autonomy,12.8,512.0,819.2,25678.888482,0.0,1816210.512,0.828074,13360.850171,0.990698,0
full_production_autonomy,12.82,512.8,820.48,25679.681002,0.0,1819626.5712,0.828337,13378.686319,0.990728,0
full_production_autonomy,12.84,513.6,821.76,25680.473523,0.0,1823042.6304,0.8286,13396.521366,0.990759,0
full_production_autonomy,12.86,514.4,823.04,25681.266043,0.0,1826458.6896,0.828861,13414.355312,0.99079,0
full_production_autonomy,12.88,515.2,824.32,25682.058564,0.0,1829874.7488,0.829122,13432.188158,0.99082,0
full_production_autonomy,12.9,516.0,825.6,25682.851084,0.0,1833290.808,0.829382,13450.019903,0.990851,0
full_production_autonomy,12.92,516.8,826.88,25683.643605,0.0,1836706.8672,0.829641,13467.850548,0.990881,0
full_production_autonomy,12.94,517.6,828.16,25684.436125,0.0,1840122.9264,0.8299,13485.680092,0.990912,0
full_production_autonomy,12.96,518.4,829.44,25685.228646,0.0,1843538.9856,0.830157,13503.508536,0.990942,0
full_production_autonomy,12.98,519.2,830.72,25686.021166,0.0,1846955.0448,0.830414,13521.33588,0.990973,0
full_production_autonomy,13.0,520.0,832.0,25686.813687,0.0,1850371.104,0.83067,13539.162124,0.991004,0
full_production_autonomy,13.02,520.8,833.28,25687.606207,0.0,1853787.1632,0.830925,13556.987268,0.991034,0
full_production_autonomy,13.04,521.6,834.56,25688.398728,0.0,1857203.2224,0.83118,13574.811312,0.991065,0
full_production_autonomy,13.06,522.4,835.84,25689.191248,0.0,1860619.2816,0.831433,13592.634256,0.991095,0
full_production_autonomy,13.08,523.2,837.12,25689.983769,0.0,1864035.3408,0.831686,13610.456101,0.991126,0
full_production_autonomy,13.1,524.0,838.4,25690.776289,0.0,1867451.4,0.831938,13628.276846,0.991156,0
full_production_autonomy,13.12,524.8,839.68,25691.56881,0.0,1870867.4592,0.83219,13646.096492,0.991187,0
full_production_autonomy,13.14,525.6,840.96,25692.36133,0.0,1874283.5184,0.83244,13663.915038,0.991218,0
full_production_autonomy,13.16,526.4,842.24,25693.153851,0.0,1877699.5776,0.83269,13681.732485,0.991248,0
full_production_autonomy,13.18,527.2,843.52,25693.946371,0.0,1881115.6368,0.832939,13699.548833,0.991279,0
full_production_autonomy,13.2,528.0,844.8,25694.738892,0.0,1884531.696,0.833187,13717.364082,0.991309,0
full_production_autonomy,13.22,528.8,846.08,25695.531412,0.0,1887947.7552,0.833435,13735.178232,0.99134,0
full_production_autonomy,13.24,529.6,847.36,25696.323933,0.0,1891363.8144,0.833681,13752.991283,0.991371,0
full_production_autonomy,13.26,530.4,848.64,25697.116453,0.0,1894779.8736,0.833927,13770.803235,0.991401,0
full_production_autonomy,13.28,531.2,849.92,25697.908973,0.0,1898195.9328,0.834173,13788.614089,0.991432,0
full_production_autonomy,13.3,532.0,851.2,25698.701494,0.0,1901611.992,0.834417,13806.423844,0.991462,0
full_production_autonomy,13.32,532.8,852.48,25699.494014,0.0,1905028.0512,0.834661,13824.2325,0.991493,0
full_production_autonomy,13.34,533.6,853.76,25700.286535,0.0,1908444.1104,0.834904,13842.040059,0.991523,0
full_production_autonomy,13.36,534.4,855.04,25701.079055,0.0,1911860.1696,0.835147,13859.846519,0.991554,0
full_production_autonomy,13.38,535.2,856.32,25701.871576,0.0,1915276.2288,0.835388,13877.651881,0.991585,0
full_production_autonomy,13.4,536.0,857.6,25702.664096,0.0,1918692.288,0.835629,13895.456145,0.991615,0
full_production_autonomy,13.42,536.8,858.88,25703.456617,0.0,1922108.3472,0.835869,13913.259311,0.991646,0
full_production_autonomy,13.44,537.6,860.16,25704.249137,0.0,1925524.4064,0.836109,13931.061379,0.991676,0
full_production_autonomy,13.46,538.4,861.44,25705.041658,0.0,1928940.4656,0.836348,13948.86235,0.991707,0
full_production_autonomy,13.48,539.2,862.72,25705.626159,0.0,1932359.4024,0.836587,13966.761751,0.991729,0
full_production_autonomy,13.5,540.0,864.0,25706.141783,0.0,1935779.292,0.836826,13984.69334,0.991749,0
full_production_autonomy,13.52,540.8,865.28,25706.657407,0.0,1939199.1816,0.837064,14002.624209,0.991769,0
full_production_autonomy,13.54,541.6,866.56,25707.173031,0.0,1942619.0712,0.837302,14020.55436,0.991789,0
full_production_autonomy,13.56,542.4,867.84,25707.688655,0.0,1946038.9608,0.837539,14038.483791,0.991809,0
full_production_autonomy,13.58,543.2,869.12,25708.20428,0.0,1949458.8504,0.837775,14056.412503,0.991829,0
full_production_autonomy,13.6,544.0,870.4,25708.719904,0.0,1952878.74,0.83801,14074.340495,0.991849,0
full_production_autonomy,13.62,544.8,871.68,25709.235528,0.0,1956298.6296,0.838245,14092.267769,0.991869,0
full_production_autonomy,13.64,545.6,872.96,25709.751152,0.0,1959718.5192,0.838479,14110.194324,0.991889,0
full_production_autonomy,13.66,546.4,874.24,25710.266776,0.0,1963138.4088,0.838713,14128.120159,0.991908,0
full_production_autonomy,13.68,547.2,875.52,25710.7824,0.0,1966558.2984,0.838946,14146.045276,0.991928,0
full_production_autonomy,13.7,548.0,876.8,25711.298024,0.0,1969978.188,0.839178,14163.969673,0.991948,0
full_production_autonomy,13.72,548.8,878.08,25711.813648,0.0,1973398.0776,0.839409,14181.893352,0.991968,0
full_production_autonomy,13.74,549.6,879.36,25712.329272,0.0,1976817.9672,0.83964,14199.816312,0.991988,0
full_production_autonomy,13.76,550.4,880.64,25712.844896,0.0,1980237.8568,0.83987,14217.738553,0.992008,0
full_production_autonomy,13.78,551.2,881.92,25713.36052,0.0,1983657.7464,0.840099,14235.660075,0.992028,0
full_production_autonomy,13.8,552.0,883.2,25713.876145,0.0,1987077.636,0.840328,14253.580878,0.992048,0
full_production_autonomy,13.82,552.8,884.48,25714.391769,0.0,1990497.5256,0.840556,14271.500963,0.992068,0
full_production_autonomy,13.84,553.6,885.76,25714.907393,0.0,1993917.4152,0.840783,14289.420329,0.992087,0
full_production_autonomy,13.86,554.4,887.04,25715.423017,0.0,1997337.3048,0.84101,14307.338976,0.992107,0
full_production_autonomy,13.88,555.2,888.32,25715.938641,0.0,2000757.1944,0.841236,14325.256905,0.992127,0
full_production_autonomy,13.9,556.0,889.6,25716.454265,0.0,2004177.084,0.841462,14343.174116,0.992147,0
full_production_autonomy,13.92,556.8,890.88,25716.969889,0.0,2007596.9736,0.841686,14361.090608,0.992167,0
full_production_autonomy,13.94,557.6,892.16,25717.485513,0.0,2011016.8632,0.841911,14379.006381,0.992187,0
full_production_autonomy,13.96,558.4,893.44,25718.001137,0.0,2014436.7528,0.842134,14396.921436,0.992207,0
full_production_autonomy,13.98,559.2,894.72,25718.516761,0.0,2017856.6424,0.842357,14414.835773,0.992227,0
