target_type,wind_capacity_MW,pv_capacity_MW,total_capacity_MW,annual_NH3_t,annual_load_shed_MWh,annual_curtail_MWh,annual_curtailment_ratio,annual_unit_cost_yuan_per_t,annual_plant_utilization,feasible,objective_value,min_daily_NH3_t,max_daily_load_shed_MWh
basic_autonomy,210.0,354.0,564.0,24246.854675,0.0,564237.957,0.612296,6884.624689,0.93545,1,564.0,,
production_autonomy,210.0,354.0,564.0,24246.854675,0.0,564237.957,0.612296,6884.624689,0.93545,1,564.0,,
full_production_autonomy,210.0,354.0,564.0,24246.854675,0.0,564237.957,0.612296,6884.624689,0.93545,0,564.0,,
basic_autonomy,210.0,359.0,569.0,24247.667928,0.0,570315.207,0.614828,6914.581272,0.935481,1,569.0,,
production_autonomy,210.0,359.0,569.0,24247.667928,0.0,570315.207,0.614828,6914.581272,0.935481,1,569.0,,
full_production_autonomy,210.0,359.0,569.0,24247.667928,0.0,570315.207,0.614828,6914.581272,0.935481,0,569.0,,
basic_autonomy,215.0,64.0,279.0,24087.856012,0.0,224981.7285,0.387862,5232.552494,0.929315,1,279.0,,
production_autonomy,215.0,64.0,279.0,24087.856012,0.0,224981.7285,0.387862,5232.552494,0.929315,1,279.0,,
full_production_autonomy,215.0,64.0,279.0,24087.856012,0.0,224981.7285,0.387862,5232.552494,0.929315,0,279.0,,
basic_autonomy,215.0,69.0,284.0,24103.850096,0.0,230848.977,0.393843,5260.498358,0.929932,1,284.0,,
production_autonomy,215.0,69.0,284.0,24103.850096,0.0,230848.977,0.393843,5260.498358,0.929932,1,284.0,,
full_production_autonomy,215.0,69.0,284.0,24103.850096,0.0,230848.977,0.393843,5260.498358,0.929932,0,284.0,,
basic_autonomy,215.0,74.0,289.0,24117.257928,0.0,236752.002,0.399761,5288.795435,0.93045,1,289.0,,
production_autonomy,215.0,74.0,289.0,24117.257928,0.0,236752.002,0.399761,5288.795435,0.93045,1,289.0,,
full_production_autonomy,215.0,74.0,289.0,24117.257928,0.0,236752.002,0.399761,5288.795435,0.93045,0,289.0,,
basic_autonomy,215.0,79.0,294.0,24129.787663,0.0,242667.174,0.40558,5317.193871,0.930933,1,294.0,,
production_autonomy,215.0,79.0,294.0,24129.787663,0.0,242667.174,0.40558,5317.193871,0.930933,1,294.0,,
full_production_autonomy,215.0,79.0,294.0,24129.787663,0.0,242667.174,0.40558,5317.193871,0.930933,0,294.0,,
basic_autonomy,215.0,84.0,299.0,24142.203325,0.0,248583.924,0.411283,5345.580207,0.931412,1,299.0,,
production_autonomy,215.0,84.0,299.0,24142.203325,0.0,248583.924,0.411283,5345.580207,0.931412,1,299.0,,
full_production_autonomy,215.0,84.0,299.0,24142.203325,0.0,248583.924,0.411283,5345.580207,0.931412,0,299.0,,
basic_autonomy,215.0,89.0,304.0,24154.524651,0.0,254501.979,0.416875,5373.951837,0.931888,1,304.0,,
production_autonomy,215.0,89.0,304.0,24154.524651,0.0,254501.979,0.416875,5373.951837,0.931888,1,304.0,,
full_production_autonomy,215.0,89.0,304.0,24154.524651,0.0,254501.979,0.416875,5373.951837,0.931888,0,304.0,,
basic_autonomy,215.0,94.0,309.0,24165.875494,0.0,260433.459,0.422379,5402.444516,0.932325,1,309.0,,
production_autonomy,215.0,94.0,309.0,24165.875494,0.0,260433.459,0.422379,5402.444516,0.932325,1,309.0,,
full_production_autonomy,215.0,94.0,309.0,24165.875494,0.0,260433.459,0.422379,5402.444516,0.932325,0,309.0,,
basic_autonomy,215.0,99.0,314.0,24177.206819,0.0,266365.209,0.427775,5430.913479,0.932763,1,314.0,,
production_autonomy,215.0,99.0,314.0,24177.206819,0.0,266365.209,0.427775,5430.913479,0.932763,1,314.0,,
full_production_autonomy,215.0,99.0,314.0,24177.206819,0.0,266365.209,0.427775,5430.913479,0.932763,0,314.0,,
basic_autonomy,215.0,104.0,319.0,24187.970819,0.0,272304.807,0.433079,5459.444703,0.933178,1,319.0,,
production_autonomy,215.0,104.0,319.0,24187.970819,0.0,272304.807,0.433079,5459.444703,0.933178,1,319.0,,
full_production_autonomy,215.0,104.0,319.0,24187.970819,0.0,272304.807,0.433079,5459.444703,0.933178,0,319.0,,
basic_autonomy,215.0,109.0,324.0,24197.713048,0.0,278258.5395,0.438304,5488.11186,0.933554,1,324.0,,
production_autonomy,215.0,109.0,324.0,24197.713048,0.0,278258.5395,0.438304,5488.11186,0.933554,1,324.0,,
full_production_autonomy,215.0,109.0,324.0,24197.713048,0.0,278258.5395,0.438304,5488.11186,0.933554,0,324.0,,
basic_autonomy,215.0,114.0,329.0,24206.264675,0.0,284228.742,0.443455,5516.945263,0.933884,1,329.0,,
production_autonomy,215.0,114.0,329.0,24206.264675,0.0,284228.742,0.443455,5516.945263,0.933884,1,329.0,,
full_production_autonomy,215.0,114.0,329.0,24206.264675,0.0,284228.742,0.443455,5516.945263,0.933884,0,329.0,,
basic_autonomy,215.0,119.0,334.0,24213.923675,0.0,290211.2925,0.448529,5545.901263,0.934179,1,334.0,,
production_autonomy,215.0,119.0,334.0,24213.923675,0.0,290211.2925,0.448529,5545.901263,0.934179,1,334.0,,
full_production_autonomy,215.0,119.0,334.0,24213.923675,0.0,290211.2925,0.448529,5545.901263,0.934179,0,334.0,,
basic_autonomy,215.0,124.0,339.0,24220.269,0.0,296212.0155,0.453535,5575.05087,0.934424,1,339.0,,
production_autonomy,215.0,124.0,339.0,24220.269,0.0,296212.0155,0.453535,5575.05087,0.934424,1,339.0,,
full_production_autonomy,215.0,124.0,339.0,24220.269,0.0,296212.0155,0.453535,5575.05087,0.934424,0,339.0,,
basic_autonomy,215.0,129.0,344.0,24225.485205,0.0,302228.358,0.458473,5604.368685,0.934625,1,344.0,,
production_autonomy,215.0,129.0,344.0,24225.485205,0.0,302228.358,0.458473,5604.368685,0.934625,1,344.0,,
full_production_autonomy,215.0,129.0,344.0,24225.485205,0.0,302228.358,0.458473,5604.368685,0.934625,0,344.0,,
basic_autonomy,215.0,134.0,349.0,24230.690024,0.0,308244.858,0.46332,5633.67574,0.934826,1,349.0,,
production_autonomy,215.0,134.0,349.0,24230.690024,0.0,308244.858,0.46332,5633.67574,0.934826,1,349.0,,
full_production_autonomy,215.0,134.0,349.0,24230.690024,0.0,308244.858,0.46332,5633.67574,0.934826,0,349.0,,
basic_autonomy,215.0,139.0,354.0,24235.894843,0.0,314261.358,0.46808,5662.970208,0.935027,1,354.0,,
production_autonomy,215.0,139.0,354.0,24235.894843,0.0,314261.358,0.46808,5662.970208,0.935027,1,354.0,,
full_production_autonomy,215.0,139.0,354.0,24235.894843,0.0,314261.358,0.46808,5662.970208,0.935027,0,354.0,,
basic_autonomy,215.0,144.0,359.0,24240.73012,0.0,320282.97,0.472762,5692.31345,0.935213,1,359.0,,
production_autonomy,215.0,144.0,359.0,24240.73012,0.0,320282.97,0.472762,5692.31345,0.935213,1,359.0,,
full_production_autonomy,215.0,144.0,359.0,24240.73012,0.0,320282.97,0.472762,5692.31345,0.935213,0,359.0,,
basic_autonomy,215.0,149.0,364.0,24245.284337,0.0,326308.47,0.477366,5721.691983,0.935389,1,364.0,,
production_autonomy,215.0,149.0,364.0,24245.284337,0.0,326308.47,0.477366,5721.691983,0.935389,1,364.0,,
full_production_autonomy,215.0,149.0,364.0,24245.284337,0.0,326308.47,0.477366,5721.691983,0.935389,0,364.0,,
basic_autonomy,215.0,154.0,369.0,24249.32588,0.0,332341.062,0.481899,5751.145811,0.935545,1,369.0,,
production_autonomy,215.0,154.0,369.0,24249.32588,0.0,332341.062,0.481899,5751.145811,0.935545,1,369.0,,
full_production_autonomy,215.0,154.0,369.0,24249.32588,0.0,332341.062,0.481899,5751.145811,0.935545,0,369.0,,
basic_autonomy,215.0,159.0,374.0,24253.283711,0.0,338374.812,0.486354,5780.604019,0.935698,1,374.0,,
production_autonomy,215.0,159.0,374.0,24253.283711,0.0,338374.812,0.486354,5780.604019,0.935698,1,374.0,,
full_production_autonomy,215.0,159.0,374.0,24253.283711,0.0,338374.812,0.486354,5780.604019,0.935698,0,374.0,,
basic_autonomy,215.0,164.0,379.0,24257.241542,0.0,344408.562,0.490732,5810.052615,0.93585,1,379.0,,
production_autonomy,215.0,164.0,379.0,24257.241542,0.0,344408.562,0.490732,5810.052615,0.93585,1,379.0,,
full_production_autonomy,215.0,164.0,379.0,24257.241542,0.0,344408.562,0.490732,5810.052615,0.93585,0,379.0,,
basic_autonomy,215.0,169.0,384.0,24261.199373,0.0,350442.312,0.495035,5839.491602,0.936003,1,384.0,,
production_autonomy,215.0,169.0,384.0,24261.199373,0.0,350442.312,0.495035,5839.491602,0.936003,1,384.0,,
full_production_autonomy,215.0,169.0,384.0,24261.199373,0.0,350442.312,0.495035,5839.491602,0.936003,0,384.0,,
basic_autonomy,215.0,174.0,389.0,24264.765759,0.0,356481.477,0.499271,5868.988761,0.936141,1,389.0,,
production_autonomy,215.0,174.0,389.0,24264.765759,0.0,356481.477,0.499271,5868.988761,0.936141,1,389.0,,
full_production_autonomy,215.0,174.0,389.0,24264.765759,0.0,356481.477,0.499271,5868.988761,0.936141,0,389.0,,
basic_autonomy,215.0,179.0,394.0,24268.289855,0.0,362521.227,0.503438,5898.484623,0.936277,1,394.0,,
production_autonomy,215.0,179.0,394.0,24268.289855,0.0,362521.227,0.503438,5898.484623,0.936277,1,394.0,,
full_production_autonomy,215.0,179.0,394.0,24268.289855,0.0,362521.227,0.503438,5898.484623,0.936277,0,394.0,,
basic_autonomy,215.0,184.0,399.0,24271.729157,0.0,368562.15,0.507535,5927.986804,0.936409,1,399.0,,
production_autonomy,215.0,184.0,399.0,24271.729157,0.0,368562.15,0.507535,5927.986804,0.936409,1,399.0,,
full_production_autonomy,215.0,184.0,399.0,24271.729157,0.0,368562.15,0.507535,5927.986804,0.936409,0,399.0,,
basic_autonomy,215.0,189.0,404.0,24274.982169,0.0,374605.65,0.511569,5957.513546,0.936535,1,404.0,,
production_autonomy,215.0,189.0,404.0,24274.982169,0.0,374605.65,0.511569,5957.513546,0.936535,1,404.0,,
full_production_autonomy,215.0,189.0,404.0,24274.982169,0.0,374605.65,0.511569,5957.513546,0.936535,0,404.0,,
basic_autonomy,215.0,194.0,409.0,24277.935578,0.0,380653.2945,0.515541,5987.085678,0.936649,1,409.0,,
production_autonomy,215.0,194.0,409.0,24277.935578,0.0,380653.2945,0.515541,5987.085678,0.936649,1,409.0,,
full_production_autonomy,215.0,194.0,409.0,24277.935578,0.0,380653.2945,0.515541,5987.085678,0.936649,0,409.0,,
basic_autonomy,215.0,199.0,414.0,24280.700639,0.0,386703.5445,0.519452,6016.684352,0.936755,1,414.0,,
production_autonomy,215.0,199.0,414.0,24280.700639,0.0,386703.5445,0.519452,6016.684352,0.936755,1,414.0,,
full_production_autonomy,215.0,199.0,414.0,24280.700639,0.0,386703.5445,0.519452,6016.684352,0.936755,0,414.0,,
basic_autonomy,215.0,204.0,419.0,24283.04606,0.0,392759.5995,0.523307,6046.351953,0.936846,1,419.0,,
production_autonomy,215.0,204.0,419.0,24283.04606,0.0,392759.5995,0.523307,6046.351953,0.936846,1,419.0,,
full_production_autonomy,215.0,204.0,419.0,24283.04606,0.0,392759.5995,0.523307,6046.351953,0.936846,0,419.0,,
basic_autonomy,215.0,209.0,424.0,24285.242711,0.0,398817.7125,0.527102,6076.040829,0.936931,1,424.0,,
production_autonomy,215.0,209.0,424.0,24285.242711,0.0,398817.7125,0.527102,6076.040829,0.936931,1,424.0,,
full_production_autonomy,215.0,209.0,424.0,24285.242711,0.0,398817.7125,0.527102,6076.040829,0.936931,0,424.0,,
basic_autonomy,215.0,214.0,429.0,24287.081747,0.0,404880.7725,0.530844,6105.789683,0.937002,1,429.0,,
production_autonomy,215.0,214.0,429.0,24287.081747,0.0,404880.7725,0.530844,6105.789683,0.937002,1,429.0,,
full_production_autonomy,215.0,214.0,429.0,24287.081747,0.0,404880.7725,0.530844,6105.789683,0.937002,0,429.0,,
basic_autonomy,215.0,219.0,434.0,24288.76247,0.0,410946.0225,0.534529,6135.563153,0.937066,1,434.0,,
production_autonomy,215.0,219.0,434.0,24288.76247,0.0,410946.0225,0.534529,6135.563153,0.937066,1,434.0,,
full_production_autonomy,215.0,219.0,434.0,24288.76247,0.0,410946.0225,0.534529,6135.563153,0.937066,0,434.0,,
basic_autonomy,215.0,224.0,439.0,24290.443193,0.0,417011.2725,0.538157,6165.332503,0.937131,1,439.0,,
production_autonomy,215.0,224.0,439.0,24290.443193,0.0,417011.2725,0.538157,6165.332503,0.937131,1,439.0,,
full_production_autonomy,215.0,224.0,439.0,24290.443193,0.0,417011.2725,0.538157,6165.332503,0.937131,0,439.0,,
basic_autonomy,215.0,229.0,444.0,24292.123916,0.0,423076.5225,0.541727,6195.097734,0.937196,1,444.0,,
production_autonomy,215.0,229.0,444.0,24292.123916,0.0,423076.5225,0.541727,6195.097734,0.937196,1,444.0,,
full_production_autonomy,215.0,229.0,444.0,24292.123916,0.0,423076.5225,0.541727,6195.097734,0.937196,0,444.0,,
basic_autonomy,215.0,234.0,449.0,24293.804639,0.0,429141.7725,0.545243,6224.858846,0.937261,1,449.0,,
production_autonomy,215.0,234.0,449.0,24293.804639,0.0,429141.7725,0.545243,6224.858846,0.937261,1,449.0,,
full_production_autonomy,215.0,234.0,449.0,24293.804639,0.0,429141.7725,0.545243,6224.858846,0.937261,0,449.0,,
basic_autonomy,215.0,239.0,454.0,24295.485361,0.0,435207.0225,0.548704,6254.61584,0.937326,1,454.0,,
production_autonomy,215.0,239.0,454.0,24295.485361,0.0,435207.0225,0.548704,6254.61584,0.937326,1,454.0,,
full_production_autonomy,215.0,239.0,454.0,24295.485361,0.0,435207.0225,0.548704,6254.61584,0.937326,0,454.0,,
basic_autonomy,215.0,244.0,459.0,24297.166084,0.0,441272.2725,0.552113,6284.368718,0.937391,1,459.0,,
production_autonomy,215.0,244.0,459.0,24297.166084,0.0,441272.2725,0.552113,6284.368718,0.937391,1,459.0,,
full_production_autonomy,215.0,244.0,459.0,24297.166084,0.0,441272.2725,0.552113,6284.368718,0.937391,0,459.0,,
basic_autonomy,215.0,249.0,464.0,24298.475422,0.0,447342.66,0.555477,6314.188497,0.937441,1,464.0,,
production_autonomy,215.0,249.0,464.0,24298.475422,0.0,447342.66,0.555477,6314.188497,0.937441,1,464.0,,
full_production_autonomy,215.0,249.0,464.0,24298.475422,0.0,447342.66,0.555477,6314.188497,0.937441,0,464.0,,
basic_autonomy,215.0,254.0,469.0,24299.72241,0.0,453413.91,0.558791,6344.017062,0.937489,1,469.0,,
production_autonomy,215.0,254.0,469.0,24299.72241,0.0,453413.91,0.558791,6344.017062,0.937489,1,469.0,,
full_production_autonomy,215.0,254.0,469.0,24299.72241,0.0,453413.91,0.558791,6344.017062,0.937489,0,469.0,,
basic_autonomy,215.0,259.0,474.0,24300.969398,0.0,459485.16,0.562056,6373.842566,0.937537,1,474.0,,
production_autonomy,215.0,259.0,474.0,24300.969398,0.0,459485.16,0.562056,6373.842566,0.937537,1,474.0,,
full_production_autonomy,215.0,259.0,474.0,24300.969398,0.0,459485.16,0.562056,6373.842566,0.937537,0,474.0,,
basic_autonomy,215.0,264.0,479.0,24302.216386,0.0,465556.41,0.565273,6403.665008,0.937586,1,479.0,,
production_autonomy,215.0,264.0,479.0,24302.216386,0.0,465556.41,0.565273,6403.665008,0.937586,1,479.0,,
full_production_autonomy,215.0,264.0,479.0,24302.216386,0.0,465556.41,0.565273,6403.665008,0.937586,0,479.0,,
basic_autonomy,215.0,269.0,484.0,24303.463373,0.0,471627.66,0.568442,6433.484391,0.937634,1,484.0,,
production_autonomy,215.0,269.0,484.0,24303.463373,0.0,471627.66,0.568442,6433.484391,0.937634,1,484.0,,
full_production_autonomy,215.0,269.0,484.0,24303.463373,0.0,471627.66,0.568442,6433.484391,0.937634,0,484.0,,
basic_autonomy,215.0,274.0,489.0,24304.710361,0.0,477698.91,0.571565,6463.300713,0.937682,1,489.0,,
production_autonomy,215.0,274.0,489.0,24304.710361,0.0,477698.91,0.571565,6463.300713,0.937682,1,489.0,,
full_production_autonomy,215.0,274.0,489.0,24304.710361,0.0,477698.91,0.571565,6463.300713,0.937682,0,489.0,,
basic_autonomy,215.0,279.0,494.0,24305.957349,0.0,483770.16,0.574643,6493.113976,0.93773,1,494.0,,
production_autonomy,215.0,279.0,494.0,24305.957349,0.0,483770.16,0.574643,6493.113976,0.93773,1,494.0,,
full_production_autonomy,215.0,279.0,494.0,24305.957349,0.0,483770.16,0.574643,6493.113976,0.93773,0,494.0,,
basic_autonomy,215.0,284.0,499.0,24306.810506,0.0,489846.858,0.577683,6523.002848,0.937763,1,499.0,,
production_autonomy,215.0,284.0,499.0,24306.810506,0.0,489846.858,0.577683,6523.002848,0.937763,1,499.0,,
full_production_autonomy,215.0,284.0,499.0,24306.810506,0.0,489846.858,0.577683,6523.002848,0.937763,0,499.0,,
basic_autonomy,215.0,289.0,504.0,24307.623759,0.0,495924.108,0.580681,6552.897641,0.937794,1,504.0,,
production_autonomy,215.0,289.0,504.0,24307.623759,0.0,495924.108,0.580681,6552.897641,0.937794,1,504.0,,
full_production_autonomy,215.0,289.0,504.0,24307.623759,0.0,495924.108,0.580681,6552.897641,0.937794,0,504.0,,
basic_autonomy,215.0,294.0,509.0,24308.437012,0.0,502001.358,0.583636,6582.790434,0.937826,1,509.0,,
production_autonomy,215.0,294.0,509.0,24308.437012,0.0,502001.358,0.583636,6582.790434,0.937826,1,509.0,,
full_production_autonomy,215.0,294.0,509.0,24308.437012,0.0,502001.358,0.583636,6582.790434,0.937826,0,509.0,,
basic_autonomy,215.0,299.0,514.0,24309.250265,0.0,508078.608,0.58655,6612.681227,0.937857,1,514.0,,
production_autonomy,215.0,299.0,514.0,24309.250265,0.0,508078.608,0.58655,6612.681227,0.937857,1,514.0,,
full_production_autonomy,215.0,299.0,514.0,24309.250265,0.0,508078.608,0.58655,6612.681227,0.937857,0,514.0,,
basic_autonomy,215.0,304.0,519.0,24310.063518,0.0,514155.858,0.589423,6642.570019,0.937888,1,519.0,,
production_autonomy,215.0,304.0,519.0,24310.063518,0.0,514155.858,0.589423,6642.570019,0.937888,1,519.0,,
full_production_autonomy,215.0,304.0,519.0,24310.063518,0.0,514155.858,0.589423,6642.570019,0.937888,0,519.0,,
basic_autonomy,215.0,309.0,524.0,24310.876771,0.0,520233.108,0.592256,6672.456812,0.93792,1,524.0,,
production_autonomy,215.0,309.0,524.0,24310.876771,0.0,520233.108,0.592256,6672.456812,0.93792,1,524.0,,
full_production_autonomy,215.0,309.0,524.0,24310.876771,0.0,520233.108,0.592256,6672.456812,0.93792,0,524.0,,
basic_autonomy,215.0,314.0,529.0,24311.690024,0.0,526310.358,0.59505,6702.341606,0.937951,1,529.0,,
production_autonomy,215.0,314.0,529.0,24311.690024,0.0,526310.358,0.59505,6702.341606,0.937951,1,529.0,,
full_production_autonomy,215.0,314.0,529.0,24311.690024,0.0,526310.358,0.59505,6702.341606,0.937951,0,529.0,,
basic_autonomy,215.0,319.0,534.0,24312.503277,0.0,532387.608,0.597806,6732.2244,0.937982,1,534.0,,
production_autonomy,215.0,319.0,534.0,24312.503277,0.0,532387.608,0.597806,6732.2244,0.937982,1,534.0,,
full_production_autonomy,215.0,319.0,534.0,24312.503277,0.0,532387.608,0.597806,6732.2244,0.937982,0,534.0,,
basic_autonomy,215.0,324.0,539.0,24313.31653,0.0,538464.858,0.600524,6762.105196,0.938014,1,539.0,,
production_autonomy,215.0,324.0,539.0,24313.31653,0.0,538464.858,0.600524,6762.105196,0.938014,1,539.0,,
full_production_autonomy,215.0,324.0,539.0,24313.31653,0.0,538464.858,0.600524,6762.105196,0.938014,0,539.0,,
basic_autonomy,215.0,329.0,544.0,24314.129783,0.0,544542.108,0.603206,6791.983992,0.938045,1,544.0,,
production_autonomy,215.0,329.0,544.0,24314.129783,0.0,544542.108,0.603206,6791.983992,0.938045,1,544.0,,
full_production_autonomy,215.0,329.0,544.0,24314.129783,0.0,544542.108,0.603206,6791.983992,0.938045,0,544.0,,
basic_autonomy,215.0,334.0,549.0,24314.943036,0.0,550619.358,0.605852,6821.86079,0.938077,1,549.0,,
production_autonomy,215.0,334.0,549.0,24314.943036,0.0,550619.358,0.605852,6821.86079,0.938077,1,549.0,,
full_production_autonomy,215.0,334.0,549.0,24314.943036,0.0,550619.358,0.605852,6821.86079,0.938077,0,549.0,,
basic_autonomy,215.0,339.0,554.0,24315.756289,0.0,556696.608,0.608462,6851.735589,0.938108,1,554.0,,
production_autonomy,215.0,339.0,554.0,24315.756289,0.0,556696.608,0.608462,6851.735589,0.938108,1,554.0,,
full_production_autonomy,215.0,339.0,554.0,24315.756289,0.0,556696.608,0.608462,6851.735589,0.938108,0,554.0,,
basic_autonomy,215.0,344.0,559.0,24316.569542,0.0,562773.858,0.611038,6881.60839,0.938139,1,559.0,,
production_autonomy,215.0,344.0,559.0,24316.569542,0.0,562773.858,0.611038,6881.60839,0.938139,1,559.0,,
full_production_autonomy,215.0,344.0,559.0,24316.569542,0.0,562773.858,0.611038,6881.60839,0.938139,0,559.0,,
basic_autonomy,215.0,349.0,564.0,24317.382795,0.0,568851.108,0.613581,6911.479193,0.938171,1,564.0,,
production_autonomy,215.0,349.0,564.0,24317.382795,0.0,568851.108,0.613581,6911.479193,0.938171,1,564.0,,
full_production_autonomy,215.0,349.0,564.0,24317.382795,0.0,568851.108,0.613581,6911.479193,0.938171,0,564.0,,
basic_autonomy,215.0,354.0,569.0,24318.196048,0.0,574928.358,0.61609,6941.347998,0.938202,1,569.0,,
production_autonomy,215.0,354.0,569.0,24318.196048,0.0,574928.358,0.61609,6941.347998,0.938202,1,569.0,,
full_production_autonomy,215.0,354.0,569.0,24318.196048,0.0,574928.358,0.61609,6941.347998,0.938202,0,569.0,,
basic_autonomy,215.0,359.0,574.0,24319.009301,0.0,581005.608,0.618566,6971.214805,0.938233,1,574.0,,
production_autonomy,215.0,359.0,574.0,24319.009301,0.0,581005.608,0.618566,6971.214805,0.938233,1,574.0,,
full_production_autonomy,215.0,359.0,574.0,24319.009301,0.0,581005.608,0.618566,6971.214805,0.938233,0,574.0,,
basic_autonomy,220.0,64.0,284.0,24176.244795,0.0,235436.307,0.397876,5291.970223,0.932725,1,284.0,,
production_autonomy,220.0,64.0,284.0,24176.244795,0.0,235436.307,0.397876,5291.970223,0.932725,1,284.0,,
full_production_autonomy,220.0,64.0,284.0,24176.244795,0.0,235436.307,0.397876,5291.970223,0.932725,0,284.0,,
basic_autonomy,220.0,69.0,289.0,24190.286964,0.0,241330.557,0.403683,5320.069391,0.933267,1,289.0,,
production_autonomy,220.0,69.0,289.0,24190.286964,0.0,241330.557,0.403683,5320.069391,0.933267,1,289.0,,
full_production_autonomy,220.0,69.0,289.0,24190.286964,0.0,241330.557,0.403683,5320.069391,0.933267,0,289.0,,
basic_autonomy,220.0,74.0,294.0,24202.594193,0.0,247248.807,0.409413,5348.399785,0.933742,1,294.0,,
production_autonomy,220.0,74.0,294.0,24202.594193,0.0,247248.807,0.409413,5348.399785,0.933742,1,294.0,,
full_production_autonomy,220.0,74.0,294.0,24202.594193,0.0,247248.807,0.409413,5348.399785,0.933742,0,294.0,,
basic_autonomy,220.0,79.0,299.0,24214.901422,0.0,253167.057,0.415029,5376.701382,0.934217,1,299.0,,
production_autonomy,220.0,79.0,299.0,24214.901422,0.0,253167.057,0.415029,5376.701382,0.934217,1,299.0,,
full_production_autonomy,220.0,79.0,299.0,24214.901422,0.0,253167.057,0.415029,5376.701382,0.934217,0,299.0,,
basic_autonomy,220.0,84.0,304.0,24227.208651,0.0,259085.307,0.420533,5404.974225,0.934692,1,304.0,,
production_autonomy,220.0,84.0,304.0,24227.208651,0.0,259085.307,0.420533,5404.974225,0.934692,1,304.0,,
full_production_autonomy,220.0,84.0,304.0,24227.208651,0.0,259085.307,0.420533,5404.974225,0.934692,0,304.0,,
basic_autonomy,220.0,89.0,309.0,24238.685277,0.0,265015.047,0.425949,5433.347394,0.935134,1,309.0,,
production_autonomy,220.0,89.0,309.0,24238.685277,0.0,265015.047,0.425949,5433.347394,0.935134,1,309.0,,
full_production_autonomy,220.0,89.0,309.0,24238.685277,0.0,265015.047,0.425949,5433.347394,0.935134,0,309.0,,
basic_autonomy,220.0,94.0,314.0,24249.979735,0.0,270947.307,0.431263,5461.722208,0.93557,1,314.0,,
production_autonomy,220.0,94.0,314.0,24249.979735,0.0,270947.307,0.431263,5461.722208,0.93557,1,314.0,,
full_production_autonomy,220.0,94.0,314.0,24249.979735,0.0,270947.307,0.431263,5461.722208,0.93557,0,314.0,,
basic_autonomy,220.0,99.0,319.0,24260.877325,0.0,276885.057,0.436484,5490.133132,0.935991,1,319.0,,
production_autonomy,220.0,99.0,319.0,24260.877325,0.0,276885.057,0.436484,5490.133132,0.935991,1,319.0,,
full_production_autonomy,220.0,99.0,319.0,24260.877325,0.0,276885.057,0.436484,5490.133132,0.935991,0,319.0,,
basic_autonomy,220.0,104.0,324.0,24270.449639,0.0,282841.14,0.441635,5518.728818,0.93636,1,324.0,,
production_autonomy,220.0,104.0,324.0,24270.449639,0.0,282841.14,0.441635,5518.728818,0.93636,1,324.0,,
full_production_autonomy,220.0,104.0,324.0,24270.449639,0.0,282841.14,0.441635,5518.728818,0.93636,0,324.0,,
basic_autonomy,220.0,109.0,329.0,24278.33494,0.0,288820.56,0.446724,5547.571538,0.936664,1,329.0,,
production_autonomy,220.0,109.0,329.0,24278.33494,0.0,288820.56,0.446724,5547.571538,0.936664,1,329.0,,
full_production_autonomy,220.0,109.0,329.0,24278.33494,0.0,288820.56,0.446724,5547.571538,0.936664,0,329.0,,
basic_autonomy,220.0,114.0,334.0,24285.584602,0.0,294808.773,0.451732,5576.497834,0.936944,1,334.0,,
production_autonomy,220.0,114.0,334.0,24285.584602,0.0,294808.773,0.451732,5576.497834,0.936944,1,334.0,,
full_production_autonomy,220.0,114.0,334.0,24285.584602,0.0,294808.773,0.451732,5576.497834,0.936944,0,334.0,,
basic_autonomy,220.0,119.0,339.0,24291.782458,0.0,300811.536,0.45667,5605.577364,0.937183,1,339.0,,
production_autonomy,220.0,119.0,339.0,24291.782458,0.0,300811.536,0.45667,5605.577364,0.937183,1,339.0,,
full_production_autonomy,220.0,119.0,339.0,24291.782458,0.0,300811.536,0.45667,5605.577364,0.937183,0,339.0,,
basic_autonomy,220.0,124.0,344.0,24297.392819,0.0,306822.426,0.461529,5634.737978,0.937399,1,344.0,,
production_autonomy,220.0,124.0,344.0,24297.392819,0.0,306822.426,0.461529,5634.737978,0.937399,1,344.0,,
full_production_autonomy,220.0,124.0,344.0,24297.392819,0.0,306822.426,0.461529,5634.737978,0.937399,0,344.0,,
basic_autonomy,220.0,129.0,349.0,24302.597639,0.0,312838.926,0.466308,5663.951815,0.9376,1,349.0,,
production_autonomy,220.0,129.0,349.0,24302.597639,0.0,312838.926,0.466308,5663.951815,0.9376,1,349.0,,
full_production_autonomy,220.0,129.0,349.0,24302.597639,0.0,312838.926,0.466308,5663.951815,0.9376,0,349.0,,
basic_autonomy,220.0,134.0,354.0,24307.802458,0.0,318855.426,0.471002,5693.15314,0.937801,1,354.0,,
production_autonomy,220.0,134.0,354.0,24307.802458,0.0,318855.426,0.471002,5693.15314,0.937801,1,354.0,,
full_production_autonomy,220.0,134.0,354.0,24307.802458,0.0,318855.426,0.471002,5693.15314,0.937801,0,354.0,,
basic_autonomy,220.0,139.0,359.0,24312.565084,0.0,324878.043,0.475621,5722.415709,0.937985,1,359.0,,
production_autonomy,220.0,139.0,359.0,24312.565084,0.0,324878.043,0.475621,5722.415709,0.937985,1,359.0,,
full_production_autonomy,220.0,139.0,359.0,24312.565084,0.0,324878.043,0.475621,5722.415709,0.937985,0,359.0,,
